Code	D_code	ast	usedate	Valid	WHO	Code_w	d_code_w	Prim	Headline	Text	Tehty	ic9_cm	icd9_cm2	Text_2	SSKParentDgKods	SSKGrupa	Vai ieklaut	Teh pievienosana	Upper level idx	Laiks
R07.2										Prekardialas sapes					R07	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R07.3										Cita veida sapes kruskurvi					R07	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R07.4										Sapes kruskurvi, neprecizetas					R07	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R09										Citi ar asinsrites un elposanas sistemu saistiti simptomi un pazimes					NULL	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R09.0										Asfiksija					R09	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R09.1										Pleirits					R09	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R09.2										Elposanas apstasanas					R09	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R09.3										Krepas					R09	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R09.8										Citi precizeti ar asinsrites un elposanas sistemu saistiti simptomi un pazimes					R09	Ar asinsrites un elposanas sistemu saistiti simptomi un pazimes				
R10										Sapes vedera un iegurni					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R10.0										Akuts veders					R10	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R10.1										Sapes augseja vedera dala					R10	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R10.2										Iegurna un starpenes sapes					R10	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R10.3										Sapes citas vedera lejasdalas vietas					R10	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R10.4										Citas un neprecizetas vedera sapes					R10	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R11										Skebinasana un vemsana					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R12										Gremas					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R13										Disfagija (dysphagia)					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R14										Uzpusanas un ar to saistiti stavokli					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R15										Izkarnijumu nesaturesana					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R16										Hepatomegalija un splenomegalija, citur neklasificeta					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R16.0										Citur neklasificeta hepatomegalija					R16	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R16.1										Citur neklasificeta splenomegalija					R16	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R16.2										Citur neklasificeta hepatomegalija ar splenomegaliju					R16	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R17										Neprecizeta dzelte					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R18										Ascits					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19										Citi ar gremosanas sistemu un vederu saistiti simptomi un pazimes					NULL	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.0										Tilpumprocess vai veidojums vedera dobuma un iegurni					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.1										Anomali zarnu troksni					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.2										Redzama peristaltika					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.3										Vedera rigiditate					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.4										Zarnu darbibas parmainas					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.5										Citas fekaliju anomalijas					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.6										Smirdiga elpa (halitosis, foetor ex ore)					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R19.8										Citi ar gremosanas sistemu un vederu saistiti precizeti simptomi un pazimes					R19	Ar gremosanas sistemu un vederu saistiti simptomi un pazimes				
R20										Adas jutibas traucejumi					NULL	Ar adu un zemadu saistiti simptomi un pazimes				
R20.0										Adas anestezija					R20	Ar adu un zemadu saistiti simptomi un pazimes				
R20.1										Adas hipestezija					R20	Ar adu un zemadu saistiti simptomi un pazimes				
R20.2										Adas parestezija					R20	Ar adu un zemadu saistiti simptomi un pazimes				
R20.3										Hiperestezija					R20	Ar adu un zemadu saistiti simptomi un pazimes				
R20.8										Citi un neprecizeti adas jutibas traucejumi					R20	Ar adu un zemadu saistiti simptomi un pazimes				
R21										Izsitumi un cita veida neprecizetas erupcijas					NULL	Ar adu un zemadu saistiti simptomi un pazimes				
R22										Norobezots adas un zemadas audu veidojums un pietukums					NULL	Ar adu un zemadu saistiti simptomi un pazimes				
R22.0										Galvas vietejs veidojums un  pietukums					R22	Ar adu un zemadu saistiti simptomi un pazimes				
R22.1										Kakla vietejs veidojums un pietukums					R22	Ar adu un zemadu saistiti simptomi un pazimes				
R22.2										Rumpja vietejs veidojums un  pietukums					R22	Ar adu un zemadu saistiti simptomi un pazimes				
R22.3										Augsejas eksremitates vietejs veidojums un  pietukums					R22	Ar adu un zemadu saistiti simptomi un pazimes				
R22.4										Apaksejas ekstremitates vietejs veidojums un  pietukums					R22	Ar adu un zemadu saistiti simptomi un pazimes				
R22.7										Vairaku vietu vietejs veidojums un  pietukums					R22	Ar adu un zemadu saistiti simptomi un pazimes				
R22.9										Neprecizets vietejs vietejs veidojums un  pietukums					R22	Ar adu un zemadu saistiti simptomi un pazimes				
R23										Citas adas parmainas					NULL	Ar adu un zemadu saistiti simptomi un pazimes				
R23.0										Cianoze					R23	Ar adu un zemadu saistiti simptomi un pazimes				
R23.1										Balums					R23	Ar adu un zemadu saistiti simptomi un pazimes				
R23.2										Piesarkums					R23	Ar adu un zemadu saistiti simptomi un pazimes				
R23.3										Spontanas ekhimozes					R23	Ar adu un zemadu saistiti simptomi un pazimes				
R23.4										Adas strukturas parmainas					R23	Ar adu un zemadu saistiti simptomi un pazimes				
R23.8										Citas un neprecizetas parmainas ada					R23	Ar adu un zemadu saistiti simptomi un pazimes				
R25										Patologiskas nepatvaligas kustibas					NULL	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R25.0										Patologiskas galvas kustibas					R25	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R25.1										Trice, neprecizeta					R25	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R25.2										Krampji un spazmas					R25	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R25.3										Fascikulacija					R25	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R25.8										Citas un neprecizetas patologiskas nepatvaligas kustibas					R25	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R26										Gaitas un kustibu traucejumi					NULL	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R26.0										Ataktiska gaita					R26	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R26.1										Paralitiska gaita					R26	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R26.2										Citur neklasificetas iesanas grutibas					R26	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R26.8										Citi un neprecizeti gaitas un parvietosanas traucejumi					R26	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R27										Cita veida koordinacijas trukums					NULL	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R27.0										Neprecizeta ataksija					R27	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R27.8										Citi un neprecizeti koordinacijas trukumi					R27	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R29										Citi ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes					NULL	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R29.0										Tetanija					R29	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R29.1										Meningisms					R29	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R29.2										Anomali refleksi					R29	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R29.3										Stajas anomalijas					R29	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R29.4										Klikstosa guzas locitava					R29	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R29.8										Citi un neprecizeti ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes					R29	Ar nervu, skeleta un muskulu sistemu saistiti simptomi un pazimes				
R30										Ar urinaciju saistitas sapes					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R30.0										Disurija					R30	Ar urinizvadsistemu saistiti simptomi un pazimes				
R30.1										Urinpusla tenesms					R30	Ar urinizvadsistemu saistiti simptomi un pazimes				
R30.9										Neprecizeta sapiga urinacija					R30	Ar urinizvadsistemu saistiti simptomi un pazimes				
R31										Neprecizeta hematurija					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R32										Neprecizeta urina nesaturesana					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R33										Urina retence					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R34										Anurija un oligurija					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R35										Poliurija					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R36										Atdalijumi no urinizvadkanala					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R39										Citi ar urinizvadsistemu saistiti simptomi un pazimes					NULL	Ar urinizvadsistemu saistiti simptomi un pazimes				
R39.0										Urina ekstravazacija					R39	Ar urinizvadsistemu saistiti simptomi un pazimes				
R39.1										Citas urinacijas grutibas					R39	Ar urinizvadsistemu saistiti simptomi un pazimes				
R39.2										Ekstrarenala uremija					R39	Ar urinizvadsistemu saistiti simptomi un pazimes				
R39.8										Citi un neprecizeti urinizvadsistemas simptomi un pazimes					R39	Ar urinizvadsistemu saistiti simptomi un pazimes				
R40										Somnolence, stupors un koma					NULL	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R40.0										Somnolence					R40	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R40.1										Stupors					R40	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R40.2										Neprecizeta koma					R40	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R41										Citi ar izzinas spejam un apzinu saistiti simptomi un pazimes					NULL	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R41.0										Neprecizeta dezorientacija					R41	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R41.1										Anterograda amnezija					R41	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R41.2										Retrograda amnezija					R41	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R41.3										Cita veida amnezija					R41	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R41.8										Citi un neprecizeti ar izzinas spejam un apzinu saistiti simptomi un pazimes					R41	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R42										Reibonis					NULL	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R43										Ozas un garsas traucejumi					NULL	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R43.0										Anosmija					R43	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R43.1										Parosmija					R43	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R43.2										Parageizija					R43	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R43.8										Citi un neprecizeti garsas un ozas traucejumi					R43	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R44										Citi ar manam un uztveri saistiti simptomi un pazimes					NULL	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R44.0										Dzirdes halucinacijas					R44	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R44.1										Redzes halucinacijas					R44	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R44.2										Citas halucinacijas					R44	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R44.3										Neprecizetas halucinacijas					R44	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R44.8										Citi un neprecizeti ar manam un uztveri saistiti simptomi un pazimes					R44	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45										Ar emocionalo stavokli saistiti simptomi un pazimes					NULL	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.0										Nervozitate					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.1										Nemiers un satraukums					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.2										Nelaimes sajuta					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.3										Nomaktiba un apatija					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.4										Pastiprinata uzbudinamiba un dusmigums					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.5										Naidigums					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.6										Fiziska vardarbiba					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.7										Neprecizets emocionala soka un stresa stavoklis					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R45.8										Citi emocionala stavokla simptomi un pazimes					R45	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46										Ar uzvedibu un izskatu saistiti simptomi un pazimes					NULL	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.0										Loti zems personigas higienas limenis					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.1										Ekscentrisks izskats					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.2										Divaina un neizprotama uzvediba					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.3										Parmeriga aktivitate					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.4										Pasivums un neatsauciba					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.5										Aizdomigums un uzsverta izvairisanas					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.6										Parmerigas rupes un parnemtiba stresa situaciju del					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.7										Runigums un apkartejo apstaklu sagrozisana kontakta veidosanas del					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R46.8										Citi uzvedibas un izskata simptomi un pazimes					R46	Ar izzinas spejam, uztveri, emocionalo stavokli un uzvedibu saistiti simptomi un pazimes				
R47										Citur neklasificeti runas traucejumi					NULL	Ar valodu un balsi saistiti simptomi un pazimes				
R47.0										Disfazija un afazija					R47	Ar valodu un balsi saistiti simptomi un pazimes				
R47.1										Disartrija un anartrija					R47	Ar valodu un balsi saistiti simptomi un pazimes				
R47.8										Citi un neprecizeti runas traucejumi					R47	Ar valodu un balsi saistiti simptomi un pazimes				
R48										Disleksija un citi, citur neklasificeti simboliskas uztveres traucejumi					NULL	Ar valodu un balsi saistiti simptomi un pazimes				
R48.0										Disleksija un aleksija					R48	Ar valodu un balsi saistiti simptomi un pazimes				
R48.1										Agnozija					R48	Ar valodu un balsi saistiti simptomi un pazimes				
