KOD;TEXT;HÄNDELSE
V4273;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i trafikolycka-annan sysselsättning;0
W4273;Exponering för buller-lantbruksområde-annan sysselsättning;0
V4274;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i trafikolycka-vitalaktivitet;0
W4274;Exponering för buller-lantbruksområde-vitalaktivitet;0
V4278;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i trafikolycka-andra aktiviteter;0
W4278;Exponering för buller-lantbruksområde-andra aktiviteter;0
V4279;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, person på utsidan av fordonet skadad i trafikolycka-ospec aktiviteter;0
W4279;Exponering för buller-lantbruksområde-ospec aktiviteter;0
W4280;Exponering för buller-andra områden-idrott;0
W4281;Exponering för buller-andra områden-lek,fritid;0
W4282;Exponering för buller-andra områden-förvärvsarbete;0
W4283;Exponering för buller-andra områden-annan sysselsättning;0
W4284;Exponering för buller-andra områden-vitalaktivitet;0
W4288;Exponering för buller-andra områden-andra aktiviteter;0
W4289;Exponering för buller-andra områden-ospec aktiviteter;0
V4290;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i trafikolycka-idrott;0
W4290;Exponering för buller-ospec område-idrott;0
V4291;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i trafikolycka-lek,fritid;0
W4291;Exponering för buller-ospec område-lek,fritid;0
V4292;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i trafikolycka-förvärvsarbete;0
W4292;Exponering för buller-ospec område-förvärvsarbete;0
V4293;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i trafikolycka-annan sysselsättning;0
W4293;Exponering för buller-ospec område-annan sysselsättning;0
V4294;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i trafikolycka-vitalaktivitet;0
W4294;Exponering för buller-ospec område-vitalaktivitet;0
V4298;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i trafikolycka-andra aktiviteter;0
W4298;Exponering för buller-ospec område-andra aktiviteter;0
V4299;Förare av eller passagerare i personbil skadad i kollision med två- eller trehjuligt motorfordon, förare eller passagerare, ej specificerat, skadad i trafikolycka-ospec aktiviteter;0
W4299;Exponering för buller-ospec område-ospec aktiviteter;0
V4300;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i olycka, ej trafik-idrott;0
W4300;Exponering för vibrationer-bostad-idrott;0
V4301;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i olycka, ej trafik-lek,fritid;0
W4301;Exponering för vibrationer-bostad-lek,fritid;0
V4302;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i olycka, ej trafik-förvärvsarbete;0
W4302;Exponering för vibrationer-bostad-förvärvsarbete;0
V4303;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i olycka, ej trafik-annan sysselsättning;0
W4303;Exponering för vibrationer-bostad-annan sysselsättning;0
V4304;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i olycka, ej trafik-vitalaktivitet;0
W4304;Exponering för vibrationer-bostad-vitalaktivitet;0
V4308;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i olycka, ej trafik-andra aktiviteter;0
W4308;Exponering för vibrationer-bostad-andra aktiviteter;0
V4309;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i olycka, ej trafik-ospec aktiviteter;0
W4309;Exponering för vibrationer-bostad-ospec aktiviteter;0
V4310;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i olycka, ej trafik-idrott;0
W4310;Exponering för vibrationer-institutionellt boende-idrott;0
V4311;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i olycka, ej trafik-lek,fritid;0
W4311;Exponering för vibrationer-institutionellt boende-lek,fritid;0
V4312;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i olycka, ej trafik-förvärvsarbete;0
W4312;Exponering för vibrationer-institutionellt boende-förvärvsarbete;0
V4313;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i olycka, ej trafik-annan sysselsättning;0
W4313;Exponering för vibrationer-institutionellt boende-annan sysselsättning;0
V4314;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i olycka, ej trafik-vitalaktivitet;0
W4314;Exponering för vibrationer-institutionellt boende-vitalaktivitet;0
V4318;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i olycka, ej trafik-andra aktiviteter;0
W4318;Exponering för vibrationer-institutionellt boende-andra aktiviteter;0
V4319;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i olycka, ej trafik-ospec aktiviteter;0
W4319;Exponering för vibrationer-institutionellt boende-ospec aktiviteter;0
V4320;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person på utsidan av fordonet skadad i olycka, ej trafik-idrott;0
W4320;Exponering för vibrationer-skola, offentlig lokal-idrott;0
V4321;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person på utsidan av fordonet skadad i olycka, ej trafik-lek,fritid;0
W4321;Exponering för vibrationer-skola, offentlig lokal-lek,fritid;0
V4322;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person på utsidan av fordonet skadad i olycka, ej trafik-förvärvsarbete;0
W4322;Exponering för vibrationer-skola, offentlig lokal-förvärvsarbete;0
V4323;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person på utsidan av fordonet skadad i olycka, ej trafik-annan sysselsättning;0
W4323;Exponering för vibrationer-skola, offentlig lokal-annan sysselsättning;0
V4324;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person på utsidan av fordonet skadad i olycka, ej trafik-vitalaktivitet;0
W4324;Exponering för vibrationer-skola, offentlig lokal-vitalaktivitet;0
V4328;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person på utsidan av fordonet skadad i olycka, ej trafik-andra aktiviteter;0
W4328;Exponering för vibrationer-skola, offentlig lokal-andra aktiviteter;0
V4329;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person på utsidan av fordonet skadad i olycka, ej trafik-ospec aktiviteter;0
W4329;Exponering för vibrationer-skola, offentlig lokal-ospec aktiviteter;0
V4330;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-idrott;0
W4330;Exponering för vibrationer-idrottsanläggning-idrott;0
V4331;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-lek,fritid;0
W4331;Exponering för vibrationer-idrottsanläggning-lek,fritid;0
V4332;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-förvärvsarbete;0
W4332;Exponering för vibrationer-idrottsanläggning-förvärvsarbete;0
V4333;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-annan sysselsättning;0
W4333;Exponering för vibrationer-idrottsanläggning-annan sysselsättning;0
V4334;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-vitalaktivitet;0
W4334;Exponering för vibrationer-idrottsanläggning-vitalaktivitet;0
V4338;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-andra aktiviteter;0
W4338;Exponering för vibrationer-idrottsanläggning-andra aktiviteter;0
V4339;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare eller passagerare, ej specificerat, skadad i olycka, ej trafik-ospec aktiviteter;0
W4339;Exponering för vibrationer-idrottsanläggning-ospec aktiviteter;0
V4340;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person skadad vid på- eller avstigning-idrott;0
W4340;Exponering för vibrationer-gata-idrott;0
V4341;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person skadad vid på- eller avstigning-lek,fritid;0
W4341;Exponering för vibrationer-gata-lek,fritid;0
V4342;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person skadad vid på- eller avstigning-förvärvsarbete;0
W4342;Exponering för vibrationer-gata-förvärvsarbete;0
V4343;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person skadad vid på- eller avstigning-annan sysselsättning;0
W4343;Exponering för vibrationer-gata-annan sysselsättning;0
V4344;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person skadad vid på- eller avstigning-vitalaktivitet;0
W4344;Exponering för vibrationer-gata-vitalaktivitet;0
V4348;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person skadad vid på- eller avstigning-andra aktiviteter;0
W4348;Exponering för vibrationer-gata-andra aktiviteter;0
V4349;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, person skadad vid på- eller avstigning-ospec aktiviteter;0
W4349;Exponering för vibrationer-gata-ospec aktiviteter;0
V4350;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i trafikolycka-idrott;0
W4350;Exponering för vibrationer-serviceområde-idrott;0
V4351;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i trafikolycka-lek,fritid;0
W4351;Exponering för vibrationer-serviceområde-lek,fritid;0
V4352;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i trafikolycka-förvärvsarbete;0
W4352;Exponering för vibrationer-serviceområde-förvärvsarbete;0
V4353;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i trafikolycka-annan sysselsättning;0
W4353;Exponering för vibrationer-serviceområde-annan sysselsättning;0
V4354;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i trafikolycka-vitalaktivitet;0
W4354;Exponering för vibrationer-serviceområde-vitalaktivitet;0
V4358;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i trafikolycka-andra aktiviteter;0
W4358;Exponering för vibrationer-serviceområde-andra aktiviteter;0
V4359;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, förare skadad i trafikolycka-ospec aktiviteter;0
W4359;Exponering för vibrationer-serviceområde-ospec aktiviteter;0
V4360;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i trafikolycka-idrott;0
W4360;Exponering för vibrationer-industriområde-idrott;0
V4361;Förare av eller passagerare i personbil skadad i kollision med personbil eller lätt lastbil, passagerare skadad i trafikolycka-lek,fritid;0
