"D";"Klassifikation af sygdomme"
"DM500";"Prolapsus disci intervert cervicalis med myelopati"
"DM500A";"Prolapsus disci intervert cervicalis II/III med myelopati"
"DM500B";"Prolapsus disci intervert cervicalis III/IV med myelopati"
"DM500C";"Prolapsus disci intervert cervicalis IV/V med myelopati"
"DM500D";"Prolapsus disci intervert cervicalis V/VI med myelopati"
"DM500E";"Prolapsus disci intervert cervicalis VI/VII med myelopati"
"DM500F";"Prolapsus disci intervert cervicalis VII/TI med myelopati"
"DM501";"Prolapsus disci intervert cervicalis med radiculopati"
"DM501A";"Prolapsus disci intervert cervicalis II/III med radiculopati"
"DM501B";"Prolapsus disci intervert cervicalis III/IV med radiculopati"
"DM501C";"Prolapsus disci intervert cervicalis IV/V med radiculopati"
"DM501D";"Prolapsus disci intervert cervicalis V/VI med radiculopati"
"DM501E";"Prolapsus disci intervert cervicalis VI/VIImed radiculopati"
"DM501F";"Prolapsus disci intervert cervicalis VII/TI med radiculopati"
"DM502";"Prolapsus disci intervert cervicalis, anden form"
"DM503";"Degeneratio disci intervert cervicalis, anden form"
"DM508";"Sygdom i halshvirvelsøjlens bruskskiver, anden form"
"DM509";"Sygdom i halshvirvelsøjlens bruskskiver uden specifikation"
"DM51";"Sygdom i brusk mellem andre ryghvirvler end halsens"
"DM510";"Prolapsus disci intervert thoracalis et lumbalis m myelopat"
"DM510G";"Prolapsus disci intervert thoracalis med myelopati"
"DM511";"Prolapsus disci intervert thoracalis et lumb m radiculopati"
"DM511A";"Prolapsus disci intervert lumbalis I/II med radiculopati"
"DM511B";"Prolapsus disci intervert lumbalis II/III med radiculopati"
"DM511C";"Prolapsus disci intervert lumbalis III/IV med radiculopati"
"DM511D";"Prolapsus disci intervert lumbalis IV/V med radiculopati"
"DM511E";"Prolapsus disci intervert lumbalis V/SI med radiculopati"
"DM511F";"Prolapsus disci intervert lumbalis u spec med radiculopati"
"DM511H";"Prolapsus disci intervert thoracalis med radiculopati"
"DM511I";"Prolaps.disci intervert thoracal.lumb.(T12/L1)m radiculopati"
"DM512";"Prolapsus disci intervert thorac et lumb, anden spec form"
"DM512A";"Prolapsus disci intervert lumb I/II uden radiculopati"
"DM512B";"Prolapsus disci intervert lumb II/III uden radiculopati"
"DM512C";"Prolapsus disci intervert lumb III/IV uden radiculopati"
"DM512D";"Prolapsus disci intervert lumb IV/V uden radiculopati"
"DM512E";"Prolapsus disci intervert lumb V/SI uden radiculopati"
"DM512F";"Prolapsus disci intervert lumb u spec u radiculopati"
"DM512G";"Prolapsus disci intervert thoracalis uden myelo/radiculopat"
"DM513";"Deg disci intervert thoracalis og lumb, anden spec form"
"DM513A";"Degeneratio disci intervert lumbalis uden radiculopati"
"DM513B";"Degeneratio disci intervert thoracalis u myelo/radiculopati"
"DM513C";"Calcificatio disci intervert"
"DM514";"Schmorl'sk brusklegeme"
"DM518";"Sygdom i bryst/lændehvirvelsøjlens bruskskiver, anden spec"
"DM519";"Sygdom i bryst/lændehvirvelsøjlens bruskskiver uden specifi"
"DM53";"Ryglidelser ikke klassificeret andetsteds, andre"
"DM530";"Cervikokranialt syndrom"
"DM530A";"Sympatikus syndrom, posteriort cervikalt"
"DM531";"Cervikobrakialt syndrom"
"DM532";"Instabilitas columnae vertebralis"
"DM533";"Morbi sacrococcygeales ikke klassificeret andetsteds"
"DM533A";"Coccygodynia"
"DM533B";"Sacrocoxalgia"
"DM538";"Ryglidelser andre specificerede"
"DM539";"Ryglidelse uden specifikation"
"DM54";"Rygsmerter"
"DM540";"Panniculitis colli et dorsi"
"DM540A";"Panniculitis colli"
"DM540B";"Panniculitis dorsi"
"DM541";"Radiculopathia"
"DM541A";"Radiculitis lumbosacralis"
"DM541B";"Radiculitis lumbalis"
"DM541C";"Radiculitis brachialis"
"DM541D";"Radiculitis thoracalis"
"DM542";"Cervicalgia"
"DM543";"Ischias"
"DM544";"Lumbago med ischias"
"DM545";"Lændesmerter"
"DM545A";"Lumbago uden specifikation"
"DM546";"Dolores dorsi thoracales"
"DM548";"Dolores dorsi aliae"
"DM549";"Rygsmerter uden specifikation"
"DM60";"Muskelbetændelse"
"DM600";"Myositis infectiosa"
"DM600A";"Pyomyositis tropica"
"DM601";"Myositis interstitialis"
"DM602";"Granuloma corp al musc/tend/lig et synov ikke klass ansteds"
"DM602A";"Granuloma corporis alieni synovialis ikke klass andetsteds"
"DM602B";"Granuloma corporis alieni musculi ikke klass andetsteds"
"DM602C";"Granuloma corporis alieni tendinis ikke klass andetsteds"
"DM602D";"Granuloma corporis alieni ligamenti ikke klass andetsteds"
"DM608";"Myositis alia"
"DM609";"Myosit uden specifikation"
"DM61";"Forkalkning og forbening af muskel"
"DM610";"Myositis ossificans traumatica"
"DM611";"Myositis ossificans progressiva"
"DM612";"Calcificatio et ossificatio paralytica musculorum"
"DM612A";"Myositis ossificans med paraplegi"
"DM612B";"Myositis ossificans med quadriplegi"
"DM612C";"Ossificatio paralytica musculorum"
"DM612D";"Calcificatio paralytica musculorum"
"DM613";"Calcificatio et ossificatio musculorum ved forbrænding"
"DM613A";"Ossificatio musculorum ved forbrænding"
"DM613B";"Calcificatio musculorum ved forbrænding"
"DM614";"Forkalkning af muskler, anden form"
"DM615";"Forbening i muskler, anden form"
"DM619";"Forkalkning og forbening af muskel uden specifikation"
"DM619A";"Forkalkning af muskel uden specifikation"
"DM619B";"Forbening af muskel uden specifikation"
"DM62";"Muskelsygdomme, andre"
"DM620";"Diastasis musculi"
"DM620A";"Rectus diastase"
"DM621";"Ruptura musculi non traumatica, anden form"
"DM621A";"Ruptura musculi non traumatica uden specifikation"
"DM622";"Infarctus musculi ischaemicus"
"DM623";"Immobilitetssyndrom (paraplegisk)"
"DM624";"Contractura musculi"
"DM625";"Atrophia musculi ikke klassificeret andetsteds"
"DM625A";"Atrophia immobilisationis musculi ikke klassific andetsteds"
"DM626";"Myoses"
"DM628";"Muskelsygdomme, andre specificerede"
"DM628A";"Hernia muscularis"
"DM628B";"Idiopatisk rhabdomyolyse"
"DM629";"Muskelsygdom uden specifikation"
"DM63";"Muskelsygdom ved sygdom klassificeret andetsteds"
"DM630";"Myosit ved bakterielle sygdomme klassificeret andetsteds"
"DM630A";"Myositis ved lepra"
"DM630B";"Myositis syphilitica"
"DM631";"Myosit ved protozo- og parasitær sygdom klass andetsteds"
"DM631A";"Myositis ved protozosygdom klassificeret andetsteds"
"DM631B";"Myositis ved parasitær sygdom klassificeret andetsteds"
"DM631C";"Myositis ved toxoplasmose"
"DM631D";"Myositis ved schistosomiasis"
"DM631E";"Myositis ved cysticercose"
"DM631F";"Myositis ved trichinellose"
"DM632";"Myosit ved andre infektiøse sygdomme klassific andetsteds"
"DM632A";"Myositis ved mycose"
"DM633";"Myosit ved sarkoidose klassificeret andetsteds"
"DM638";"Muskelsygdomme, andre ved sygdom klassificeret andetsteds"
"DM65";"Betændelse i ledkapselhinde og seneskede"
"DM650";"Tenosynovitis purulenta"
"DM651";"Tenosynovitis infectiosa, anden"
"DM652";"Tendinitis calcaria"
"DM653";"Digitus saltans"
"DM653A";"Tenosynovitis stenosans"
"DM654";"Tenosynovitis styloideae radii (de Quervain)"
"DM658";"Synovit og tenosynovit, anden form"
"DM658A";"Tenosynovitis, anden form"
"DM658B";"Synovitis, anden form"
"DM659";"Synovit og tenosynovit uden specifikation"
"DM659A";"Tenosynovitis uden specifikation"
"DM659B";"Synovitis uden specifikation"
"DM66";"Spontan brist af ledkapselhinde og sene"
"DM660";"Ruptura cystis synovialis popliteae Baker"
"DM661";"Ruptura spontanea synovialis"
"DM661A";"Ruptura cystis synovialis"
"DM662";"Ruptura spontanea tendinis extensoris"
"DM663";"Ruptura spontanea tendinis flexoris"
"DM664";"Spontan seneruptur, anden form"
"DM665";"Spontan seneruptur uden specifikation"
"DM67";"Sygdomme i ledkapselhinder og sener, andre"
"DM670";"Tendo calcanei brevis acquisita"
"DM671";"Contractura tendinis, anden"
"DM672";"Hypertrophia synovialis ikke klassificeret andetsteds"
"DM673";"Synovitis transitoria"
"DM673A";"Synovitis toxica"
"DM674";"Ganglion"
"DM678";"Sygdomme i synovialis og sener, andre specificerede former"
"DM679";"Sygdom i synovialis og sener uden specifikation"
"DM68";"Sygdom i ledkapselhinder og sener ved sygdom klass ansteds"
"DM680";"Sygd i synovialis og sener ved bakteriel sygd klass ansteds"
"DM680A";"Synovitis tuberculosa"
"DM680B";"Synovitis syphilitica"
"DM680C";"Synovitis gonorrhoica"
"DM680D";"Tenosynovitis syphilitica"
"DM680E";"Tenosynovitis tuberculosa"
"DM680F";"Tenosynovitis gonorrhoica"
"DM688";"Sygd i synovialis og sener, andre ved sygd klass andetsteds"
"DM70";"Bløddelsgigt opstået ved belastning, overbelastning el tryk"
"DM700";"Synovitis crepitans chronica manus et carpi"
"DM700A";"Synovitis crepitans chronica carpi"
"DM700B";"Synovitis crepitans chronica manus"
"DM701";"Bursitis manus"
"DM702";"Bursitis olecrani"
"DM703";"Bursitis cubiti excl olecrani"
"DM704";"Bursitis praepatellaris"
"DM705";"Bursitis genus"
"DM706";"Bursitis trochanterica"
"DM706A";"Tendinitis trochanterica"
"DM707";"Bursitis coxae"
"DM707A";"Bursitis ischiadica"
"DM708";"Bløddelsreumatisme v belastn/overbelastn el tryk, anden"
"DM709";"Bløddelsreumatisme v belastn/overbelastn el tryk uden spec"
"DM71";"Sygdom i slimsæk, anden"
"DM710";"Bursitis purulenta"
"DM711";"Bursitis infectiosa, anden"
"DM712";"Cystis synovialis popliteae Baker"
"DM713";"Cystis bursae, anden"
"DM713A";"Cystis synovialis uden specifikation"
"DM714";"Bursitis calcarea"
"DM715";"Bursiter, andre ikke klassificeret andetsteds"
"DM718";"Bursopatier, andre specificerede"
"DM719";"Bursopati uden specifikation"
"DM72";"Fibroblast forstyrrelser"
"DM720";"Fasciitis palmaris (Dupuytren)"
"DM721";"Knofortykkelse"
"DM722";"Fasciitis plantaris"
"DM723";"Fasciitis nodularis"
"DM724";"Fibromatosis pseudosarcomatosa"
"DM725";"Fasciitis ikke klassificeret andetsteds"
"DM725A";"Fasciitis necroticans"
"DM725B";"Fibromatosis"
"DM728";"Fibroblastære sygdomme, andre"
"DM728A";"Infantil aggressiv fibromatose"
"DM728B";"Infantil myofibromatose"
"DM728C";"Infantil digital fibromatose"
"DM729";"Fibroblastær sygdom uden specifikation"
"DM73";"Bløddelsreumatisme ved sygdom klassificeret andetsteds"
"DM730";"Bursitis gonococcica"
"DM731";"Bursitis syphilitica"
"DM738";"Bløddelsreumatisme, anden ved sygd klassificeret andetsteds"
"DM75";"Skulderlidelser"
"DM750";"Periarthrosis humeroscapularis"
"DM751";"'Rotator cuff' syndrom"
"DM751A";"Supraspinatus syndrom"
"DM751B";"Tendinitis supraspinata"
"DM751C";"Ruptura non traumatica tendinis supraspinati"
"DM752";"Tenosynovitis bicipitis"
"DM753";"Tendinitis calcaria humeri"
"DM753A";"Bursitis calcaria humeri"
"DM754";"Afklemningssyndrom i skulder"
"DM755";"Bursitis humeri"
"DM758";"Skulderlidelser, andre"
"DM759";"Skulderlidelse uden specifikation"
"DM76";"Entesopati på ben"
"DM760";"Tendinitis glutealis"
"DM761";"Tendinitis iliopsoas"
"DM762";"Calcar cristae iliacae"
"DM763";"Pes anserinus syndrom"
"DM763A";"Bursitis sartoria"
"DM763B";"Bursitis anserina"
"DM764";"Bursitis collateralis tibiae (Pellegrini-Stieda)"
"DM765";"Tendinitis patellaris"
"DM766";"Tendinitis calcanei"
"DM766A";"Bursitis Achilles"
"DM766B";"Tendinitis Achilles"
"DM767";"Tendinitis peronealis"
"DM768";"Entesopatier på underekstremitet excl fod, andre"
"DM768A";"Tibialis anterior syndrom"
"DM768B";"Tendinitis tibialis posterior"
"DM769";"Entesopatier på underekstremitet uden specifikation"
"DM77";"Entesopatier, andre"
"DM770";"Epicondylitis medialis"
"DM771";"Epicondylitis lateralis"
"DM772";"Periarthritis carpi"
"DM773";"Calcar calcanei"
"DM774";"Metatarsalgia"
"DM775";"Entesopati på fod, andre"
"DM778";"Entesopati, anden ikke klassificeret andetsteds"
"DM779";"Entesopati uden specifikation"
"DM779A";"Tendinitis uden specifikation"
"DM79";"Bløddelsreumatisme, anden ikke klassificeret andetsteds"
"DM790";"Reumatismus uden specifikation"
"DM790A";"Fibromyositis"
"DM791";"Myalgia"
"DM792";"Neuralgia et neuritis uden specifikation"
"DM792A";"Neuralgia uden specifikation"
"DM792B";"Neuritis uden specifikation"
"DM793";"Panniculitis uden specifikation"
"DM793A";"Panniculitis antitrypsinmangel associeret"
"DM793B";"Panniculitis pankreatit associeret"
"DM793C";"Panniculitis (kulde udløst)"
"DM793D";"Panniculitis migratorica nodularis"
"DM793E";"Panniculitis factitia"
"DM793F";"Lipogranulomatosis"
"DM794";"Hypertrophia corporis adiposi infrapatellaris"
"DM795";"Fremmedlegemerest i bløddel"
"DM796";"Dolores extremitatis"
"DM797";"Fibromyalgia"
"DM798";"Bløddelsreumatisme, anden specificeret"
"DM798A";"Fibrositis nodularis chronica rheumatoides"
"DM798B";"Noduli Jaccoud"
"DM798C";"Bækkenløsning efter graviditet"
"DM798D";"Bækkenløsning uden specifikation"
"DM799";"Bløddelsreumatisme uden specifikation"
"DM80";"Osteoporose med patologisk fraktur"
"DM800";"Osteoporosis postmenopausalis med patologisk fraktur"
"DM801";"Osteoporosis post oophorectomiam med patologisk fraktur"
"DM802";"Osteoporosis immobilisationis med patologisk fraktur"
"DM803";"Osteoporosis malabsorptionis postchir med patologisk fraktu"
"DM804";"Osteoporosis medicamentalis med patologisk fraktur"
"DM805";"Osteoporosis idiopathica med patologisk fraktur"
"DM808";"Osteoporose med patologisk fraktur, anden form"
"DM809";"Osteoporose uden specifikation med patologisk fraktur"
"DM809A";"Osteoporose uden spec. med patologisk fraktur i håndled"
"DM809B";"Osteoporose uden spec. med patologisk fraktur i hofte"
"DM809C";"Osteoporose uden spec. med patologisk fraktur i columna"
"DM809D";"Osteoporose uden spec. med patologisk fraktur, anden"
"DM81";"Osteoporose uden patologisk fraktur"
"DM810";"Osteoporosis postmenopausalis"
"DM811";"Osteoporosis post oophorectomiam"
"DM812";"Osteoporosis immobilisationis"
"DM813";"Osteoporosis malabsorptionis postchirurgica"
"DM814";"Osteoporosis medicamentalis"
"DM815";"Osteoporosis idiopathica"
"DM816";"Osteoporosis localisata"
"DM818";"Osteoporose, anden"
"DM818A";"Osteoporosis senilis"
"DM819";"Osteoporose uden specifikation"
"DM82";"Osteoporose ved sygdom klassificeret andetsteds"
"DM820";"Osteoporose ved myelomatose"
"DM821";"Osteoporose ved endokrine sygdomme"
"DM828";"Osteoporose ved andre sygdomme klassificeret andetsteds"
"DM83";"Osteomalaci hos voksne"
"DM830";"Osteomalacia puerperalis"
"DM831";"Osteomalacia senilis"
"DM832";"Osteomalacia adulta malabsorptionis"
"DM832A";"Osteomalacia adulta malabsorptionis postchirurgica"
"DM833";"Osteomalacia adulta malnutritionis"
"DM834";"Aluminium knoglesygdom"
"DM835";"Osteomalacia adulta medicamentalis"
"DM838";"Osteomalaci hos voksne, anden form"
"DM839";"Osteomalaci hos voksne uden specifikation"
"DM84";"Forstyrrelser i knoglekontinuitet"
"DM840";"Fraktur med ufuldstændig heling"
"DM841";"Pseudartrose"
"DM842";"Fraktur med forsinket heling"
"DM843";"Stress fraktur ikke klassificeret andetsteds"
"DM844";"Patologisk fraktur ikke klassificeret andetsteds"
"DM844A";"Fractura pathologica uden specifikation"
"DM848";"Forstyrrelser i knoglekontinuitet, andre"
"DM849";"Forstyrrelse i knoglekontinuitet uden specifikation"
"DM85";"Forstyrrelser i knogletæthed og struktur"
"DM850";"Dysplasia fibrosa monostotica"
"DM851";"Fluorosis ossium"
"DM852";"Hyperostosis cranii"
"DM852A";"Hyperostosis frontalis interna"
"DM853";"Osteitis condensans"
"DM854";"Cystis solitaria ossiis"
"DM855";"Cystis aneurysmalis ossium"
"DM856";"Knoglecyster, andre"
"DM858";"Forstyrrelser i knogletæthed og struktur, andre"
"DM858A";"Osteopeni"
"DM859";"Forstyrrelser i knogletæthed og struktur uden specifikation"
"DM86";"Knoglemarvsbetændelse"
"DM860";"Osteomyelitis acuta haematogenes"
"DM861";"Akut osteomyelit, anden"
"DM862";"Osteomyelitis subacuta"
"DM863";"Osteomyelitis chronica multifocalis"
"DM864";"Osteomyelitis chronica med fistel"
"DM865";"Kronisk osteomyelitis haematogenosa, anden"
"DM865A";"Osteomyelitis chronica haematogenosa uden specifikation"
"DM866";"Kronisk osteomyelit, anden"
"DM868";"Osteomyelit, anden"
"DM868A";"Abscessus Brodie"
"DM869";"Osteomyelit uden specifikation"
"DM869A";"Abscessus periostalis uden osteomyelitis"
"DM869B";"Periostitis uden osteomyelitis"
"DM869C";"Osteitis uden osteomyelitis"
"DM87";"Knoglenekrose"
"DM870";"Osteonecrosis aseptica idiopathica"
"DM871";"Osteonecrosis medicamentalis"
"DM872";"Osteonecrosis posttraumatica"
"DM873";"Sekundær osteonekrose, anden form"
"DM878";"Osteonekrose, anden form"
"DM879";"Osteonekrose uden specifikation"
"DM88";"Paget's deformerende knoglelidelse"
"DM880";"Paget's sygdom i kranieknogle"
"DM888";"Paget's sygdom i andre knogler"
"DM889";"Paget's sygdom uden specifikation"
"DM89";"Knoglesygdomme, andre"
"DM890";"Refleksdystrofi"
"DM890A";"Sudeck's atrofi"
"DM891";"Epifyselukning"
"DM892";"Vækst- og udviklingsforstyrrelser i knogler, andre"
"DM893";"Hypertrophia ossis"
"DM894";"Hypertrofisk osteoartropati, anden"
"DM894A";"Bamberger-Marie's sygdom"
"DM894B";"Pachydermoperiostosis"
"DM894C";"Osteoarthropathia hypertrophicans"
"DM895";"Osteolysis"
"DM896";"Osteopathia postpoliomyelitica"
"DM898";"Knoglesygdom, andre specificerede"
"DM898A";"Hyperostosis corticalis infantilis"
"DM898B";"Ossificatio subperiostalis posttraumatica"
"DM899";"Knoglesygdom uden specifikation"
"DM90";"Knoglelidelse ved sygdom klassificeret andetsteds"
"DM900";"Osteomyelitis tuberculosa"
"DM901";"Periostit ved andre infektiøse sygdomme klass andetsteds"
"DM901A";"Periostitis syphilitica secundaria"
"DM902";"Osteopati ved andre infektiøse sygdomme klass andetsteds"
"DM902A";"Osteopathia syphilitica"
"DM902B";"Osteomyelitis gonococcica"
"DM902C";"Osteomyelitis salmonellosa"
"DM902D";"Osteomyelitis echinococcica"
"DM902E";"Osteochondropathia syphilitica"
"DM903";"Osteonekrose ved dykkersyge"
"DM904";"Osteonekrose ved haemoglobinopati klassificeret andetsteds"
"DM905";"Osteonekrose ved andre sygdomme klassificeret andetsteds"
"DM906";"Ostitis deformans ved neoplastiske sygdomme klass andetsted"
"DM907";"Patologisk fraktur ved neoplastisk sygdom klass andetsteds"
"DM907A";"Fractura pathologica, metastase"
"DM908";"Osteopati ved andre sygdomme klassificeret andetsteds"
"DM91";"Brusklidelse hos unge i hofte og bækken"
"DM910";"Osteochondrosis juvenilis pelvis"
"DM910A";"Osteochondrosis juvenilis symphysis pubis (Pierson)"
"DM910B";"Osteochondrosis juvenilis cristae iliacae (Buchanan)"
"DM910C";"Osteochondr juvenilis, synchondrosis ischiopubica (van Neck"
"DM910D";"Osteochondrosis juvenilis acetabuli"
"DM911";"Osteochondrosis deformans juvenilis coxae"
"DM912";"Coxa plana"
"DM913";"Pseudocoxalgia"
"DM918";"Brusklidelse hos unge i hofte og bækken, andre spec former"
"DM918A";"Osteochondrosis juvenilis efter kongenit hofteluksation"
"DM919";"Brusklidelse hos unge i hofte og bækken uden specifikation"
"DM92";"Brusklidelser hos unge, andre"
"DM920";"Osteochondrosis juvenilis humeri"
"DM920A";"Osteochondrosis juvenilis capitis humeri (Haas)"
"DM920B";"Osteochondrosis juvenilis capituli humeri (Panner)"
"DM921";"Osteochondrosis juvenilis radii et ulnae"
"DM921A";"Osteochondrosis juvenilis ulnae"
"DM921B";"Osteochondrosis juvenilis capitis ulnae (Burns)"
"DM921C";"Osteochondrosis juvenilis radii"
"DM921D";"Osteochondrosis juvenilis capitis radii (Brailsford)"
"DM922";"Osteochondrosis juvenilis manus"
"DM922A";"Osteochondrosis capitis metacarpi (Mauclaire)"
"DM922B";"Osteochondrosis ossis lunati"
"DM922C";"Osteochondrosis ossis navicularis manus"
"DM923";"Osteochondrosis juvenilis extremitatis sup, andre former"
"DM924";"Osteochondrosis juvenilis patellae"
"DM925";"Osteochondrosis juvenilis tibiae et fibulae"
