kóði;enskt heiti;;staða
T79.2;Traumatic secondary and recurrent haemorrhage;;1
T79.3;Post-traumatic wound infection, not elsewhere classified;;1
T79.4;Traumatic shock;;1
T79.5;Traumatic anuria;;1
T79.6;Traumatic ischaemia of muscle;;1
T79.7;Traumatic subcutaneous emphysema;;1
T79.8;Other early complications of trauma;;1
T79.9;Unspecified early complication of trauma;;1
T80.0;Air embolism following infusion, transfusion and therapeutic injection;;1
T80.1;Vascular complications following infusion, transfusion and therapeutic injection;;1
T80.2;Infections following infusion, transfusion and therapeutic injection;;1
T80.3;ABO incompatibility reaction;;1
T80.4;Rh incompatibility reaction;;1
T80.5;Anaphylactic shock due to serum;;1
T80.6;Other serum reactions;;1
T80.8;Other complications following infusion, transfusion and therapeutic injection;;1
T80.9;Unspecified complication following infusion, transfusion and therapeutic injection;;1
T81.0;Haemorrhage and haematoma complicating a procedure, not elsewhere classified;;1
T81.1;Shock during or resulting from a procedure, not elsewhere classified;;1
T81.2;Accidental puncture and laceration during a procedure, not elsewhere classified;;1
T81.3;Disruption of operation wound, not elsewhere classified;;1
T81.4;Infection following a procedure, not elsewhere classified;;1
T81.5;Foreign body accidentally left in body cavity or operation wound following a procedure;;1
T81.6;Acute reaction to foreign substance accidentally left during a procedure;;1
T81.7;Vascular complications following a procedure, not elsewhere classified;;1
T81.8;Other complications of procedures, not elsewhere classified;;1
T81.9;Unspecified complication of procedure;;1
T82.0;Mechanical complication of heart valve prosthesis;;1
T82.1;Mechanical complication of cardiac electronic device;;1
T82.2;Mechanical complication of coronary artery bypass and valve grafts;;1
T82.3;Mechanical complication of other vascular grafts;;1
T82.4;Mechanical complication of vascular dialysis catheter;;1
T82.5;Mechanical complication of other cardiac and vascular devices and implants;;1
T82.6;Infection and inflammatory reaction due to cardiac valve prosthesis;;1
T82.7;Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts;;1
T82.8;Other specified complications of cardiac and vascular prosthetic devices, implants and grafts;;1
T82.9;Unspecified complication of cardiac and vascular prosthetic device, implant and graft;;1
T83.0;Mechanical complication of urinary (indwelling) catheter;;1
T83.1;Mechanical complication of other urinary devices and implants;;1
T83.2;Mechanical complication of graft of urinary organ;;1
T83.3;Mechanical complication of intrauterine contraceptive device;;1
T83.4;Mechanical complication of other prosthetic devices, implants and grafts in genital tract;;1
T83.5;Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system;;1
T83.6;Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract;;1
T83.8;Other complications of genitourinary prosthetic devices, implants and grafts;;1
T83.9;Unspecified complication of genitourinary prosthetic device, implant and graft;;1
T84.0;Mechanical complication of internal joint prosthesis;;1
T84.1;Mechanical complication of internal fixation device of bones of limb;;1
T84.2;Mechanical complication of internal fixation device of other bones;;1
T84.3;Mechanical complication of other bone devices, implants and grafts;;1
T84.4;Mechanical complication of other internal orthopaedic devices, implants and grafts;;1
T84.5;Infection and inflammatory reaction due to internal joint prosthesis;;1
T84.6;Infection and inflammatory reaction due to internal fixation device [ any site ];;1
T84.7;Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts;;1
T84.8;Other complications of internal orthopaedic prosthetic devices, implants and grafts;;1
T84.9;Unspecified complication of internal orthopaedic prosthetic device, implant and graft;;1
T85.0;Mechanical complication of ventricular intracranial (communicating) shunt;;1
T85.1;Mechanical complication of implanted electronic stimulator of nervous system;;1
T85.2;Mechanical complication of intraocular lens;;1
T85.3;Mechanical complication of other ocular prosthetic devices, implants and grafts;;1
T85.4;Mechanical complication of breast prosthesis and implant;;1
T85.5;Mechanical complication of gastrointestinal prosthetic devices, implants and grafts;;1
T85.6;Mechanical complication of other specified internal prosthetic devices, implants and grafts;;1
T85.7;Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts;;1
T85.8;Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified;;1
T85.9;Unspecified complication of internal prosthetic device, implant and graft;;1
T86.0;Bone-marrow transplant rejection;;1
T86.1;Kidney transplant failure and rejection;;1
T86.2;Heart transplant failure and rejection;;1
T86.3;Heart-lung transplant failure and rejection;;1
T86.4;Liver transplant failure and rejection;;1
T86.8;Failure and rejection of other transplanted organs and tissues;;1
T86.9;Failure and rejection of unspecified transplanted organ and tissue;;1
T87.0;Complications of reattached (part of) upper extremity;;1
T87.1;Complications of reattached (part of) lower extremity;;1
T87.2;Complications of other reattached body part;;1
T87.3;Neuroma of amputation stump;;1
T87.4;Infection of amputation stump;;1
T87.5;Necrosis of amputation stump;;1
T87.6;Other and unspecified complications of amputation stump;;1
T88.0;Infection following immunization;;1
T88.1;Other complications following immunization, not elsewhere classified;;1
T88.2;Shock due to anaesthesia;;1
T88.3;Malignant hyperthermia due to anaesthesia;;1
T88.4;Failed or difficult intubation;;1
T88.5;Other complications of anaesthesia;;1
T88.6;Anaphylactic shock due to adverse effect of correct drug or medicament properly administered;;1
T88.7;Unspecified adverse effect of drug or medicament;;1
T88.8;Other specified complications of surgical and medical care, not elsewhere classified;;1
T88.9;Complication of surgical and medical care, unspecified;;1
T90.0;Sequelae of superficial injury of head;;1
T90.1;Sequelae of open wound of head;;1
T90.2;Sequelae of fracture of skull and facial bones;;1
T90.3;Sequelae of injury of cranial nerves;;1
T90.4;Sequelae of injury of eye and orbit;;1
T90.5;Sequelae of intracranial injury;;1
T90.8;Sequelae of other specified injuries of head;;1
T90.9;Sequelae of unspecified injury of head;;1
T91.0;Sequelae of superficial injury and open wound of neck and trunk;;1
T91.1;Sequelae of fracture of spine;;1
T91.2;Sequelae of other fracture of thorax and pelvis;;1
T91.3;Sequelae of injury of spinal cord;;1
T91.4;Sequelae of injury of intrathoracic organs;;1
T91.5;Sequelae of injury of intra-abdominal and pelvic organs;;1
T91.8;Sequelae of other specified injuries of neck and trunk;;1
T91.9;Sequelae of unspecified injury of neck and trunk;;1
T92.0;Sequelae of open wound of upper limb;;1
T92.1;Sequelae of fracture of arm;;1
T92.2;Sequelae of fracture at wrist and hand level;;1
T92.3;Sequelae of dislocation, sprain and strain of upper limb;;1
T92.4;Sequelae of injury of nerve of upper limb;;1
T92.5;Sequelae of injury of muscle and tendon of upper limb;;1
T92.6;Sequelae of crushing injury and traumatic amputation of upper limb;;1
T92.8;Sequelae of other specified injuries of upper limb;;1
T92.9;Sequelae of unspecified injury of upper limb;;1
T93.0;Sequelae of open wound of lower limb;;1
T93.1;Sequelae of fracture of femur;;1
T93.2;Sequelae of other fractures of lower limb;;1
T93.3;Sequelae of dislocation, sprain and strain of lower limb;;1
T93.4;Sequelae of injury of nerve of lower limb;;1
T93.5;Sequelae of injury of muscle and tendon of lower limb;;1
T93.6;Sequelae of crushing injury and traumatic amputation of lower limb;;1
T93.8;Sequelae of other specified injuries of lower limb;;1
T93.9;Sequelae of unspecified injury of lower limb;;1
T94.0;Sequelae of injuries involving multiple body regions;;1
T94.1;Sequelae of injuries, not specified by body region;;1
T95.0;Sequelae of burn, corrosion and frostbite of head and neck;;1
T95.1;Sequelae of burn, corrosion and frostbite of trunk;;1
T95.2;Sequelae of burn, corrosion and frostbite of upper limb;;1
T95.3;Sequelae of burn, corrosion and frostbite of lower limb;;1
T95.4;Sequelae of burn and corrosion classifiable only according to extent of body surface involved;;1
T95.8;Sequelae of other specified burn, corrosion and frostbite;;1
T95.9;Sequelae of unspecified burn, corrosion and frostbite;;1
T96;Sequelae of poisoning by drugs, medicaments and biological substances;;1
T97;Sequelae of toxic effects of substances chiefly nonmedicinal as to source;;1
T98.0;Sequelae of effects of foreign body entering through natural orifice;;1
T98.1;Sequelae of other and unspecified effects of external causes;;1
T98.2;Sequelae of certain early complications of trauma;;1
T98.3;Sequelae of complications of surgical and medical care, not elsewhere classified;;1
U04.9;Severe acute respiratory syndrome [ SARS ], unspecified;;1
U05.9;Influenza due to identified swine influenza virus;;1
U80.0;Penicillin resistant agent;;1
U80.1;Methicillin resistant agent;;1
U80.8;Agent resistant to other penicillin-related antibiotic;;1
U81.0;Vancomycin resistant agent;;1
U81.8;Agent resistant to other vancomycin-related antibiotic;;1
U88;Agent resistant to multiple antibiotics;;1
U89.8;Agent resistant to other single specified antibiotic;;1
U89.9;Agent resistant to unspecified antibiotic;;1
V01.0;Pedestrian injured in collision with pedal cycle, nontraffic accident;;1
V01.1;Pedestrian injured in collision with pedal cycle, traffic accident;;1
V01.9;Pedestrian injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident;;1
V02.0;Pedestrian injured in collision with two or three wheeled motor vehicle, nontraffic accident;;1
V02.1;Pedestrian injured in collision with two or three wheeled motor vehicle, traffic accident;;1
V02.9;Pedestrian injured in collision with two or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident;;1
V03.0;Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident;;1
V03.1;Pedestrian injured in collision with car, pick-up truck or van, traffic accident;;1
V03.9;Pedestrian injured in collision with car, pick up truck or van, unspecified whether traffic or nontraffic accident;;1
V04.0;Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident;;1
V04.1;Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident;;1
V04.9;Pedestrian injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident;;1
V05.0;Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident;;1
V05.1;Pedestrian injured in collision with railway train or railway vehicle, traffic accident;;1
V05.9;Pedestrian injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident;;1
V06.0;Pedestrian injured in collision with other nonmotor vehicle, nontraffic accident;;1
V06.1;Pedestrian injured in collision with other nonmotor vehicle, traffic accident;;1
V06.9;Pedestrian injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident;;1
V09.0;Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles;;1
V09.1;Pedestrian injured in unspecified nontraffic accident;;1
V09.2;Pedestrian injured in traffic accident involving other and unspecified motor vehicles;;1
V09.3;Pedestrian injured in unspecified traffic accident;;1
V09.9;Pedestrian injured in unspecified transport accident;;1
V10.0;Pedal cyclist injured in collision with pedestrian or animal, driver injured in nontraffic accident;;1
V10.1;Pedal cyclist injured in collision with pedestrian or animal, passenger injured in nontraffic accident;;1
V10.2;Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist injured in nontraffic accident;;1
V10.3;Pedal cyclist injured in collision with pedestrian or animal, person injured while boarding or alighting;;1
V10.4;Pedal cyclist injured in collision with pedestrian or animal, driver injured in traffic accident;;1
V10.5;Pedal cyclist injured in collision with pedestrian or animal, passenger injured in traffic accident;;1
V10.9;Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist injured in traffic accident;;1
V11.0;Pedal cyclist injured in collision with other pedal cycle, driver injured in nontraffic accident;;1
V11.1;Pedal cyclist injured in collision with other pedal cycle, passenger injured in nontraffic accident;;1
V11.2;Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist injured in nontraffic accident;;1
V11.3;Pedal cyclist injured in collision with other pedal cycle, person injured while boarding or alighting;;1
V11.4;Pedal cyclist injured in collision with other pedal cycle, driver injured in traffic accident;;1
V11.5;Pedal cyclist injured in collision with other pedal cycle, passenger injured in traffic accident;;1
V11.9;Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist injured in traffic accident;;1
V12.0;Pedal cyclist injured in collision with two or three wheeled motor vehicle, driver injured in nontraffic accident;;1
V12.1;Pedal cyclist injured in collision with two or three wheeled motor vehicle, passenger injured in nontraffic accident;;1
V12.2;Pedal cyclist injured in collision with two or three wheeled motor vehicle, unspecified pedal cyclist injured in nontraffic accident;;1
V12.3;Pedal cyclist injured in collision with two or three wheeled motor vehicle, person injured while boarding or alighting;;1
V12.4;Pedal cyclist injured in collision with two or three wheeled motor vehicle, driver injured in traffic accident;;1
V12.5;Pedal cyclist injured in collision with two or three wheeled motor vehicle, passenger injured in traffic accident;;1
V12.9;Pedal cyclist injured in collision with two or three wheeled motor vehicle, unspecified pedal cyclist injured in traffic accident;;1
V13.0;Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in nontraffic accident;;1
V13.1;Pedal cyclist injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident;;1
V13.2;Pedal cyclist injured in collision with car, pick up truck or van, unspecified pedal cyclist injured in nontraffic accident;;1
V13.3;Pedal cyclist injured in collision with car, pick-up truck or van, person injured while boarding or alighting;;1
V13.4;Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident;;1
V13.5;Pedal cyclist injured in collision with car, pick-up truck or van, passenger injured in traffic accident;;1
V13.9;Pedal cyclist injured in collision with car, pick up truck or van, unspecified pedal cyclist injured in traffic accident;;1
V14.0;Pedal cyclist injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident;;1
